row_index,confidence,Mfg_Part_Num,Part_Desc,BRAND_NAME,MANUFACTURER_NAME,Classpath,SHORT_DESC,INVOICE_DESC,invoice_chars,MOBILE_DESC,mobile_chars,review_reasons
821,0.686,DCN930P1,DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCN930P1 Degree Framing Nailer,DEGREE FRAMING NAILER 20V,25,"Stanley Black & Decker Inc DEWALT, Degree Framing Nailer, DCN930P1",66,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
876,0.686,DCF510B,Dewalt DCF510B 20V Rachet - Interchangeable Anvil,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCF510B Rachet Interchangeable Anvil,RACHET INTERCHANGEABLE ANVIL 20V,32,"Stanley Black & Decker Inc DEWALT, Rachet Interchangeable Anvil, DCF510B",72,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
945,0.686,DCS384B,DCS384B Dewalt 20V Brushless - Cordless Recip Saw (Bare),DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCS384B Reciprocating Saw Bare,RECIP SAW BARE 20V,18,"Stanley Black & Decker Inc DEWALT, Reciprocating Saw Bare, DCS384B",66,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
881,0.686,DCM200B,DCM200B Dewalt 1/2in x 18in - Band File,DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DCM200B In Band File, 1/2 in Width, 18 in Length",IN BAND FILE 1/2IN 18IN,23,"Stanley Black & Decker Inc DEWALT, In Band File, DCM200B, 1/2 in Width",70,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
788,0.686,48-22-9491,48-22-9491 Milw 242pc Ratchet & Socket Set 4-Drawer Tool Box,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-9491 Drawer Tool Box,DRAWER TOOL BOX 242PC,21,"Milwaukee, Drawer Tool Box, 48-22-9491, 242 pc Pack Quantity",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
791,0.686,48-22-9483,48-22-9483 Milw Packout 15pc - Metric Wrench Set,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-9483 Metric Wrench Set,METRIC WRENCH SET 15PC,22,"Milwaukee, Metric Wrench Set, 48-22-9483, 15 pc Pack Quantity",61,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
792,0.686,48-22-9484,48-22-9484 Milw Packout 15pc - SAE Wrench Set,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-9484 SAE Wrench Set,SAE WRENCH SET 15PC,19,"Milwaukee Electric Tool Corporation Milwaukee, SAE Wrench Set, 48-22-9484",73,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
793,0.686,48-22-9485,48-22-9485 Milw Packout 30pc - Metric & SAE Wrench Set,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-9485 SAE Wrench Set,SAE WRENCH SET 30PC,19,"Milwaukee Electric Tool Corporation Milwaukee, SAE Wrench Set, 48-22-9485",73,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
859,0.686,191V02-0,191V02-0 Makita #2 Phillips Bit 5pk,Makita®,Makita Corporation of America,,Makita® 191V02-0 Phillips Bit Pk,PHILLIPS BIT PK 5PK,19,"Makita Corporation of America Makita, Phillips Bit Pk, 191V02-0",63,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
922,0.686,49-22-4702,49-22-4702 Milw 13pc Quik-Lock Hole Dozer Kit,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 49-22-4702 Quik-Lock Hole Dozer,QUIK-LOCK HOLE DOZER 13PC,25,"Milwaukee, Quik-Lock Hole Dozer, 49-22-4702, 13 pc Pack Quantity",64,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
975,0.686,DWV9401,DWV9401 Dewalt Paper Bag - 5pk,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DWV9401 Paper Bag Pk,PAPER BAG PK 5PK,16,"Stanley Black & Decker Inc DEWALT, Paper Bag Pk, DWV9401, 5 pk Pack Quantity",76,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
737,0.686,M200G-21L,M200G-21L Milw M12 Gray - Heated Hoodie Kit L,Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® M200G-21L Gray Heated Hoodie, Gray",GRAY HEATED HOODIE GRAY,23,"Milwaukee Electric Tool Corporation Milwaukee, Gray Heated Hoodie, M200G-21L",76,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
738,0.686,M200G-21M,M200G-21M Milw M12 Gray - Heated Hoodie Kit M,Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® M200G-21M Gray Heated Hoodie, Gray",GRAY HEATED HOODIE GRAY,23,"Milwaukee Electric Tool Corporation Milwaukee, Gray Heated Hoodie, M200G-21M",76,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
739,0.686,M200G-21XL,M200G-21XL Milw M12 Gray - Heated Hoodie Kit XL,Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® M200G-21XL Heated Hoodie XL, Gray",HEATED HOODIE XL GRAY,21,"Milwaukee Electric Tool Corporation Milwaukee, Heated Hoodie XL, M200G-21XL",75,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
766,0.686,55227,"55227 Amana Countersink/Stop 1/8"" Drill TB",Amana®,Whirlpool Corporation,,"Amana® 55227 Stop Drill TB, 1/8 in Width",STOP DRILL TB 1/8IN,19,"Whirlpool Corporation Amana, Stop Drill TB, 55227, 1/8 in Width",63,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
831,0.687,IBMG90K003,"IBMG90K003 Vessel Impact Ball Torsion Bit Assort 5pc 3.5""",Vessel®,Vessel Industrial Tools Co Ltd,,"Vessel® IBMG90K003 Bit Assort Pc, 3-1/2 in Width",BIT ASSORT PC 3-1/2IN 5PC,25,"Vessel, Bit Assort Pc, IBMG90K003, 3-1/2 in Width, 5 pc Pack Quantity",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
832,0.687,IBPH250P15T,"IBPH250P15T Vessel Torsion Bit 2"" 15pc",Vessel®,Vessel Industrial Tools Co Ltd,,"Vessel® IBPH250P15T Torsion Bit Pc, 2 in Width",TORSION BIT PC 2IN 15PC,23,"Vessel, Torsion Bit Pc, IBPH250P15T, 2 in Width, 15 pc Pack Quantity",68,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
672,0.687,K527APBXR,"K527APBXR Senco .131x3"" SM BB - 500CT",Senco®,Kyocera Senco Industrial Tools Inc,,"Senco® K527APBXR SM BB CT, 131 in Width, 3 in Length",SM BB CT 131IN 3IN 500CT,24,"Senco, SM BB CT, K527APBXR, 131 in Width, 3 in Length, 131 in x 3 in",68,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
583,0.687,DCL183,Dewalt DCL183 Light - Rechargeable,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCL183 DCL Light Rechargeable,DCL LIGHT RECHARGEABLE,22,"Stanley Black & Decker Inc DEWALT, DCL Light Rechargeable, DCL183",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
772,0.687,DCF6202,DCF6202 Dewalt Collated Attach,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCF6202 Dewalt Collated Attach,DEWALT COLLATED ATTACH,22,"Stanley Black & Decker Inc DEWALT, Dewalt Collated Attach, DCF6202",66,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
816,0.687,2909-20,2909-20 Milw Roofing Nailer - M18,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 2909-20 Milw Roofing Nailer,MILW ROOFING NAILER,19,"Milwaukee Electric Tool Corporation Milwaukee, Milw Roofing Nailer, 2909-20",75,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
817,0.687,2909-21,2909-21 Milw M18 Coil Roofing - Nailer Kit,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 2909-21 Coil Roofing Nailer,COIL ROOFING NAILER,19,"Milwaukee Electric Tool Corporation Milwaukee, Coil Roofing Nailer, 2909-21",75,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
981,0.687,DCK225D2,DCK225D2 Dewalt Impact/Drill - Kit,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCK225D2 Dewalt Impact Drill,DEWALT IMPACT DRILL,19,"Stanley Black & Decker Inc DEWALT, Dewalt Impact Drill, DCK225D2",64,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
983,0.687,4000-2/32,4000-2/32 DREMEL ROTARY TOOL,Dremel®,Robert Bosch Tool Corporation,,Dremel® 4000-2/32 DREMEL ROTARY TOOL,DREMEL ROTARY TOOL,18,"Robert Bosch Tool Corporation Dremel, DREMEL ROTARY TOOL, 4000-2/32",67,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
984,0.687,3100-1/15,3100-1/15 Dremel Rotary Tool - Kit 15pc,Dremel®,Robert Bosch Tool Corporation,,Dremel® 3100-1/15 Rotary Tool Pc,ROTARY TOOL PC 15PC,19,"Robert Bosch Tool Corporation Dremel, Rotary Tool Pc, 3100-1/15",63,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
748,0.688,DW08302CG,DW08302CG Dewalt Laser - Green 3 Spot,DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DW08302CG Laser Green Spot, Green",LASER GREEN SPOT GREEN,22,"Stanley Black & Decker Inc DEWALT, Laser Green Spot, DW08302CG",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
751,0.688,DW088CG,DW088CG Dewalt Laser - Green Cross Line,DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DW088CG Green Cross Line, Green",GREEN CROSS LINE GREEN,22,"Stanley Black & Decker Inc DEWALT, Green Cross Line, DW088CG",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
755,0.688,DW0822CG,DW0822CG Dewalt Cross Line - Plumb Spots Laser-Green,DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DW0822CG Plumb Spots Laser-Green, Green",PLUMB SPOTS LASER-GREEN GREEN,29,"Stanley Black & Decker Inc DEWALT, Plumb Spots Laser-Green, DW0822CG",68,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
827,0.688,220USB25U,220USB25U Vessel Screwdriver w/25pc Bit Set,Vessel®,Vessel Industrial Tools Co Ltd,,Vessel® 220USB25U Pc Bit Set,PC BIT SET 25PC,15,"Vessel Industrial Tools Co Ltd Vessel, Pc Bit Set, 220USB25U",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
829,0.688,220USBP5U,220USBP5U Vessel Screwdriver Plus w/5pc Bit Set,Vessel®,Vessel Industrial Tools Co Ltd,,Vessel® 220USBP5U Pc Bit Set,PC BIT SET 5PC,14,"Vessel Industrial Tools Co Ltd Vessel, Pc Bit Set, 220USBP5U",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
780,0.689,QB22RU,QB22RU Vessel Carrying Bit Holder (Red),Vessel®,Vessel Industrial Tools Co Ltd,,"Vessel® QB22RU Bit Holder Red, Red",BIT HOLDER RED RED,18,"Vessel Industrial Tools Co Ltd Vessel, Bit Holder Red, QB22RU",61,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
781,0.689,QB22KU,QB22KU Vessel Carrying Bit Holder (Black),Vessel®,Vessel Industrial Tools Co Ltd,,"Vessel® QB22KU Bit Holder Black, Black",BIT HOLDER BLK BLK,18,"Vessel Industrial Tools Co Ltd Vessel, Bit Holder Black, QB22KU",63,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
795,0.689,IWHT48441RC,IWHT48441RC Irwin 100ft - Red Chalk & Reel Set,Irwin®,Stanley Black & Decker Inc,,"Irwin® IWHT48441RC Chalk Reel Set, Red, 100 ft Width",CHALK REEL SET RED 100FT,24,"Stanley Black & Decker Inc Irwin, Chalk Reel Set, IWHT48441RC",61,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
588,0.689,WORK6000XLTPPLUG,6000L Twin Head Work Light,Feit Electric®,Feit Electric Company Inc,,Feit Electric® WORK6000XLTPPLUG Head Work Light,HEAD WORK LIGHT,15,"Feit Electric Company Inc Feit Electric, Head Work Light, WORK6000XLTPPLUG",74,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
714,0.689,1046793,1046793 Smoke & CO Alarm,First Alert®,Resideo Technologies Inc,,First Alert® 1046793 Smoke CO Alarm,SMOKE CO ALARM,14,"Resideo Technologies Inc First Alert, Smoke CO Alarm, 1046793",61,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
926,0.832,49-22-5641,49-22-5641 Milw Packout 15pc - Sawzall Blade Kit,Milwaukee®,Milwaukee Electric Tool Corporation,Tools & Equipment>Power Tool Accessories>Reciprocating Saw Blades,Milwaukee® 49-22-5641 Reciprocating Saw Blade,RECIP SAW BLADE 15PC,20,"Milwaukee, Reciprocating Saw Blade, 49-22-5641, 15 pc Pack Quantity",67,classification was near-tied with Saw Blades (margin 0.01)
745,0.834,3203-20,3203-20 Milw Dual Range Voltage Detector w/ LED,Milwaukee®,Milwaukee Electric Tool Corporation,Appliances & Consumer Electronics>Kitchen Appliances>Ranges,Milwaukee® 3203-20 Range,RANGE,5,"Milwaukee Electric Tool Corporation Milwaukee, Range, 3203-20",61,classification was near-tied with LED Lamps (margin 0.04)
752,0.835,DW089CG,DW089CG Dewalt Laser Level - 3 Line 30ft Range,DEWALT®,Stanley Black & Decker Inc,Tools & Equipment>Hand Tools>Layout & Measuring,"DEWALT® DW089CG Measuring Tool, 30 ft Width",MEASURING TOOL 30FT,19,"Stanley Black & Decker Inc DEWALT, Measuring Tool, DW089CG, 30 ft Width",71,classification was near-tied with Ranges (margin 0.01)
99,0.836,543302126,6' Wh Select T-Rail Kit Horiz - w/Sq Composite Balusters,TREX®,Trex Company Inc,Building Materials & Millwork>Decking & Railing>Railing Systems,"TREX® 543302126 Railing, 6 ft Nominal Width, Composite",RAILING 6FT,11,"TREX, Railing, 543302126, 6 ft Nominal Width, Composite, Railing Systems",72,classification was near-tied with Balusters (margin 0.02)
100,0.836,543302146,8' Wh Select T-Rail Kit Horiz - w/Sq Composite Balusters,TREX®,Trex Company Inc,Building Materials & Millwork>Decking & Railing>Railing Systems,"TREX® 543302146 Railing, 8 ft Nominal Width, Composite",RAILING 8FT,11,"TREX, Railing, 543302146, 8 ft Nominal Width, Composite, Railing Systems",72,classification was near-tied with Balusters (margin 0.02)
923,0.838,DJT155HHM,"DJT155HHM Diablo 3-3/5"" 10 TPI - Jig Saw Blade",Diablo®,Freud America Inc,Tools & Equipment>Power Tool Accessories>Reciprocating Saw Blades,"Diablo® DJT155HHM Reciprocating Saw Blade, 3-3/5 in Diameter",RECIP SAW BLADE 3-3/5IN,23,"Freud America Inc Diablo, Reciprocating Saw Blade, DJT155HHM",60,classification was near-tied with Saw Blades (margin 0.00)
238,0.838,ADR5117512AW,1x12-12' American Walnut - Landmark Azek PVC Fascia,TIMBERTECH®,The AZEK Company Inc,Building Materials & Millwork>Decking & Railing>Deck Fascia,"TIMBERTECH® ADR5117512AW Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, PVC",DECK FASCIA BOARD 12IN 12FT,27,"The AZEK Company Inc TIMBERTECH, Deck Fascia Board, ADR5117512AW",64,classification was near-tied with Asphalt Shingles (margin 0.02)
239,0.838,ADR5117512CG,1x12-12' Castle Gate - Landmark Azek PVC Fascia,TIMBERTECH®,The AZEK Company Inc,Building Materials & Millwork>Decking & Railing>Deck Fascia,"TIMBERTECH® ADR5117512CG Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, PVC",DECK FASCIA BOARD 12IN 12FT,27,"The AZEK Company Inc TIMBERTECH, Deck Fascia Board, ADR5117512CG",64,classification was near-tied with Asphalt Shingles (margin 0.02)
240,0.838,ADR5117512FW,1x12-12' French White Oak - Landmark Azek PVC Fascia,TIMBERTECH®,The AZEK Company Inc,Building Materials & Millwork>Decking & Railing>Deck Fascia,"TIMBERTECH® ADR5117512FW Deck Fascia Board, 1 in Nominal Thickness, 12 in Nominal Width, 12 ft Length, PVC",DECK FASCIA BOARD 12IN 12FT,27,"The AZEK Company Inc TIMBERTECH, Deck Fascia Board, ADR5117512FW",64,classification was near-tied with Asphalt Shingles (margin 0.02)
910,0.84,D0760UX,"D0760UX Diablo 7-1/4"" 60T Circ - Saw Blade",Diablo®,Freud America Inc,Tools & Equipment>Power Tool Accessories>Saw Blades,"Diablo® D0760UX Saw Blade, 7-1/4 in Diameter",SAW BLADE 7-1/4IN,17,"Freud America Inc Diablo, Saw Blade, D0760UX, 7-1/4 in Diameter",63,classification was near-tied with Circular Saws (margin 0.06)
285,0.841,543340896,"4x4-37"" Black Alum Post Sleeve Select Alum Railing - w/Cap & Skirt",TREX®,Trex Company Inc,Building Materials & Millwork>Decking & Railing>Posts & Post Caps,"TREX® 543340896 Post, 4 in Nominal Thickness, 4 in Nominal Width, 37 ft Length",POST 4IN 37FT,13,"TREX, Post, 543340896, 4 in Nominal Thickness, 4 in Nominal Width",65,classification was near-tied with Railing Systems (margin 0.08)
286,0.841,543340898,"4x4-43"" Black Alum Post Sleeve Select Alum Railing w/Cap & Skirt",TREX®,Trex Company Inc,Building Materials & Millwork>Decking & Railing>Posts & Post Caps,"TREX® 543340898 Post, 4 in Nominal Thickness, 4 in Nominal Width, 43 ft Length",POST 4IN 43FT,13,"TREX, Post, 543340898, 4 in Nominal Thickness, 4 in Nominal Width",65,classification was near-tied with Railing Systems (margin 0.08)
974,0.842,2847-20,2847-20 Milw M18 Charger and Power Supply,Milwaukee®,Milwaukee Electric Tool Corporation,Electrical & Lighting>Power Supplies>LED Drivers & Power Supplies,Milwaukee® 2847-20 LED Driver,LED DRIVER,10,"Milwaukee, LED Driver, 2847-20, LED Drivers & Power Supplies",60,classification was near-tied with Batteries & Chargers (margin 0.09)
973,0.843,48-59-1211,48-59-1211 Milw Power Supply - Charger,Milwaukee®,Milwaukee Electric Tool Corporation,Electrical & Lighting>Power Supplies>LED Drivers & Power Supplies,Milwaukee® 48-59-1211 LED Driver,LED DRIVER,10,"Milwaukee, LED Driver, 48-59-1211, LED Drivers & Power Supplies",63,classification was near-tied with Batteries & Chargers (margin 0.09)
